command,mean,stddev,median,user,system,min,max,parameter_num_count
counto=$((2**1)) ./name-generator_cpp,0.01779456884,0.00009630511517048172,0.01779456884,0.01526096,0.0027575199999999994,0.01772647084,0.01786266684,1
counto=$((2**1)) ./name-generator_go,0.00934223284,0.0007056374132952431,0.00934223284,0.00213046,0.007405539999999999,0.00884327184,0.009841193840000002,1
counto=$((2**1)) ./name-generator.js,0.09995509234000001,0.0009363486783268821,0.09995509234000001,0.07779896,0.025221039999999997,0.09929299384000001,0.10061719084000001,1
counto=$((2**1)) ./name-generator.ts,0.19718616934000002,0.005274792434802005,0.19718616934000002,0.18071846,0.052829539999999994,0.19345632784000003,0.20091601084000002,1
counto=$((2**1)) java -jar ./name-generator.jar,0.19774169034000003,0.0011023943211122282,0.19774169034000003,0.35363195999999997,0.04102454,0.19696217984000003,0.19852120084000002,1
counto=$((2**1)) ./name-generator.pl,0.050738895340000006,0.005227393653045512,0.050738895340000006,0.03936295999999999,0.010635039999999998,0.047042569840000006,0.054435220840000006,1
counto=$((2**1)) ./name-generator.php,0.03527840084,0.0010290807829320347,0.03527840084,0.01985096,0.014975539999999999,0.03455073084,0.03600607084000001,1
counto=$((2**1)) ./name-generator.rb,0.20633152984000003,0.010224509497516267,0.20633152984000003,0.14865846,0.055587540000000005,0.19910170984,0.21356134984000003,1
counto=$((2**1)) ./name-generator.lua,0.04665407634,0.00009591267090692368,0.04665407634,0.039896959999999995,0.0065165399999999995,0.04658625584000001,0.046721896840000006,1
counto=$((2**1)) java NameGenerator,0.12270892334,0.007062239583702353,0.12270892334,0.17454446,0.044289539999999995,0.11771516584000001,0.12770268084,1
counto=$((2**1)) cabal run,0.17986497884000002,0.016549680064392835,0.17986497884000002,0.11926046000000001,0.050193039999999994,0.16816258784000002,0.19156736984,1
counto=$((2**1)) $HOME/.cargo/target/debug/name-generator,0.01586830184,0.0005975123011704446,0.01586830184,0.01350296,0.00211554,0.015445796840000001,0.01629080684,1
counto=$((2**1)) ./name-generator.py,0.19052723834000002,0.007539320286328222,0.19052723834000002,0.11246196,0.07978154000000001,0.18519613384000003,0.19585834284,1
counto=$((2**2)) ./name-generator_cpp,0.01669622334,0.0003714580413996999,0.01669622334,0.01448796,0.00196554,0.01643356284,0.01695888384,2
counto=$((2**2)) ./name-generator_go,0.00795511584,0.00019262578669015362,0.00795511584,0.00487096,0.004011519999999999,0.00781890884,0.008091322840000002,2
counto=$((2**2)) ./name-generator.js,0.09417277434000002,0.003763204611805271,0.09417277434000002,0.06257246,0.03539953999999999,0.09151178684000001,0.09683376184,2
counto=$((2**2)) ./name-generator.ts,0.19639733884000002,0.0017328641622470036,0.19639733884000002,0.18524296,0.04783004,0.19517201884000002,0.19762265884000002,2
counto=$((2**2)) java -jar ./name-generator.jar,0.20446898134000002,0.005284194126564658,0.20446898134000002,0.35226046,0.05019053999999999,0.20073249184000003,0.20820547084000002,2
counto=$((2**2)) ./name-generator.pl,0.04947179984000001,0.00034744964485807075,0.04947179984000001,0.03366146,0.01472004,0.04922611584000001,0.04971748384000001,2
counto=$((2**2)) ./name-generator.php,0.03615233134000001,0.0018075777718539554,0.03615233134000001,0.01514296,0.02014254,0.034874180840000005,0.03743048184000001,2
counto=$((2**2)) ./name-generator.rb,0.20530148134,0.010022212611379814,0.20530148134,0.14606596,0.05698204,0.19821470684,0.21238825584,2
counto=$((2**2)) ./name-generator.lua,0.04741250284000001,0.00030816562052247217,0.04741250284000001,0.04022196,0.006907539999999999,0.047194596840000005,0.047630408840000006,2
counto=$((2**2)) java NameGenerator,0.11775266384000001,0.004239324356315523,0.11775266384000001,0.15508996,0.06017454,0.11475500884,0.12075031884000001,2
counto=$((2**2)) cabal run,0.16834844584000003,0.0016363582287506478,0.16834844584000003,0.10674746,0.05307054,0.16719136584000002,0.16950552584,2
counto=$((2**2)) $HOME/.cargo/target/debug/name-generator,0.015454365340000002,0.0004519154793902291,0.015454365340000002,0.01318246,0.00206304,0.015134812840000001,0.015773917840000002,2
counto=$((2**2)) ./name-generator.py,0.18978923334000003,0.003392730155938209,0.18978923334000003,0.12238096,0.06890604,0.18739021084000002,0.19218825584000002,2
counto=$((2**3)) ./name-generator_cpp,0.017044069840000002,0.00048312646560502357,0.017044069840000002,0.01275196,0.003937039999999999,0.01670244784,0.017385691840000002,3
counto=$((2**3)) ./name-generator_go,0.008912202840000001,0.0007470583143235888,0.008912202840000001,0.00358296,0.0057230399999999996,0.00838395284,0.009440452840000002,3
counto=$((2**3)) ./name-generator.js,0.09327739734000001,0.012034966608183194,0.09327739734000001,0.06499246,0.03217054,0.08476739084000001,0.10178740384000001,3
counto=$((2**3)) ./name-generator.ts,0.19848763034,0.0038433325380357593,0.19848763034,0.17152995999999998,0.06568953999999999,0.19576998384000002,0.20120527684,3
counto=$((2**3)) java -jar ./name-generator.jar,0.21111669384,0.017867857212172312,0.21111669384,0.35648095999999996,0.04976103999999999,0.19848221084,0.22375117684,3
counto=$((2**3)) ./name-generator.pl,0.04859621134,0.000029932537154407472,0.04859621134,0.03816496,0.01045302,0.048575045840000004,0.048617376840000004,3
counto=$((2**3)) ./name-generator.php,0.03570080884000001,0.00003875793689039797,0.03570080884000001,0.022630459999999998,0.012486539999999997,0.03567340284000001,0.03572821484000001,3
counto=$((2**3)) ./name-generator.rb,0.19558549784,0.010293656055434908,0.19558549784,0.15581846,0.03765504,0.18830678384000002,0.20286421184,3
counto=$((2**3)) ./name-generator.lua,0.05039374684,0.00006502129695722656,0.05039374684,0.037044959999999995,0.01293254,0.05034776984000001,0.050439723840000006,3
counto=$((2**3)) java NameGenerator,0.12593432834,0.00656859136919328,0.12593432834,0.18297346,0.04310654,0.12128963284000001,0.13057902384,3
counto=$((2**3)) cabal run,0.17971228584,0.0008611641356036675,0.17971228584,0.12083146,0.045615539999999996,0.17910335084,0.18032122084000002,3
counto=$((2**3)) $HOME/.cargo/target/debug/name-generator,0.014857335840000001,0.00025945586279365517,0.014857335840000001,0.014135459999999999,0.00112252,0.014673872840000001,0.015040798840000001,3
counto=$((2**3)) ./name-generator.py,0.19214629584000004,0.0024326424887533256,0.19214629584000004,0.11590345999999999,0.07853354000000001,0.19042615784000003,0.19386643384000002,3
counto=$((2**4)) ./name-generator_cpp,0.016463864340000002,0.0008452549401337425,0.016463864340000002,0.01259296,0.0035190399999999998,0.01586617884,0.01706154984,4
counto=$((2**4)) ./name-generator_go,0.008778297840000001,0.0005313850892074406,0.008778297840000001,0.0025174599999999996,0.0066665399999999994,0.008402551840000001,0.00915404384,4
counto=$((2**4)) ./name-generator.js,0.09561848734,0.0019197390494857594,0.09561848734,0.06442695999999999,0.03506304,0.09426102684000001,0.09697594784,4
counto=$((2**4)) ./name-generator.ts,0.19406459834,0.005744571552805348,0.19406459834,0.18094746,0.051345539999999995,0.19000257284000002,0.19812662384000002,4
counto=$((2**4)) java -jar ./name-generator.jar,0.19938267234,0.00040743563442646876,0.19938267234,0.33516696,0.06026204,0.19909457184,0.19967077284,4
counto=$((2**4)) ./name-generator.pl,0.04731005684,0.001355912608264262,0.04731005684,0.029942959999999998,0.016910539999999998,0.04635128184000001,0.048268831840000005,4
counto=$((2**4)) ./name-generator.php,0.03612224784000001,0.00010618339690365923,0.03612224784000001,0.01923496,0.01625554,0.03604716484000001,0.03619733084000001,4
counto=$((2**4)) ./name-generator.rb,0.19747937034000002,0.01042418018906736,0.19747937034000002,0.15937646,0.03633404,0.19010836184000002,0.20485037884,4
counto=$((2**4)) ./name-generator.lua,0.04735386484000001,0.0006044306339175729,0.04735386484000001,0.03978245999999999,0.00714804,0.04692646784000001,0.047781261840000006,4
counto=$((2**4)) java NameGenerator,0.12183958834,0.007138602873429814,0.12183958834,0.17872546,0.042943039999999995,0.11679183384000001,0.12688734284,4
counto=$((2**4)) cabal run,0.18966398184000002,0.012389595508190656,0.18966398184000002,0.12333796,0.05441654,0.18090321484000002,0.19842474884000003,4
counto=$((2**4)) $HOME/.cargo/target/debug/name-generator,0.01539482734,0.0005230716347810296,0.01539482734,0.013311960000000001,0.0024040199999999998,0.015024959840000001,0.01576469484,4
counto=$((2**4)) ./name-generator.py,0.18864118784,0.0008410186634076487,0.18864118784,0.11535345999999999,0.07519603999999999,0.18804649784000002,0.18923587784,4
counto=$((2**5)) ./name-generator_cpp,0.01811485734,0.000693310420778815,0.01811485734,0.00872546,0.00905454,0.01762461284,0.01860510184,5
counto=$((2**5)) ./name-generator_go,0.00789918434,0.00028744527051336117,0.00789918434,0.0040259599999999994,0.00432954,0.007695929840000002,0.00810243884,5
counto=$((2**5)) ./name-generator.js,0.09452724834000001,0.0008491864538371335,0.09452724834000001,0.06916996,0.03048704,0.09392678284000001,0.09512771384,5
counto=$((2**5)) ./name-generator.ts,0.19827825634000001,0.003091450341250933,0.19827825634000001,0.18403946,0.05259954,0.19609227084000003,0.20046424184000003,5
counto=$((2**5)) java -jar ./name-generator.jar,0.20610252434,0.0001886327546967925,0.20610252434,0.35514196,0.05271304,0.20596914084,0.20623590784,5
counto=$((2**5)) ./name-generator.pl,0.047183908840000004,0.00010938376219530796,0.047183908840000004,0.03785896,0.008747039999999998,0.047106562840000005,0.04726125484,5
counto=$((2**5)) ./name-generator.php,0.036431265340000005,0.00075328721795906,0.036431265340000005,0.01705296,0.018805540000000003,0.035898610840000005,0.036963919840000005,5
counto=$((2**5)) ./name-generator.rb,0.21199077784,0.005813911150875289,0.21199077784,0.15579046,0.052700040000000004,0.20787972184,0.21610183384,5
counto=$((2**5)) ./name-generator.lua,0.04926972734000001,0.0009618285640801611,0.04926972734000001,0.03535396,0.013423539999999998,0.048589611840000005,0.04994984284000001,5
counto=$((2**5)) java NameGenerator,0.12789481334000002,0.0046409192887294035,0.12789481334000002,0.17972746,0.05207903999999999,0.12461318784,0.13117643884000002,5
counto=$((2**5)) cabal run,0.18621358784000003,0.005510627395570145,0.18621358784000003,0.13189596,0.04311103999999999,0.18231698584,0.19011018984000003,5
counto=$((2**5)) $HOME/.cargo/target/debug/name-generator,0.015763559840000003,0.0010183271030037452,0.015763559840000003,0.01005346,0.00540854,0.015043493840000002,0.016483625840000002,5
counto=$((2**5)) ./name-generator.py,0.19612225434000002,0.00255946279706591,0.19612225434000002,0.10783596000000001,0.08945604,0.19431244084000002,0.19793206784,5
counto=$((2**6)) ./name-generator_cpp,0.017502805840000003,0.0005242503817852678,0.017502805840000003,0.014851959999999999,0.0020325399999999998,0.017132104840000002,0.01787350684,6
counto=$((2**6)) ./name-generator_go,0.0078020988400000005,0.0003480351292728935,0.0078020988400000005,0.00775196,0.00117002,0.007556000840000001,0.00804819684,6
