command,mean,stddev,median,user,system,min,max,parameter_num_count
counto=$((2**1)) ./name-generator_cpp,0.0032044930400000004,0.00009108949555245104,0.0032044930400000004,0.0006045299999999999,0.0030379599999999997,0.0031400830400000004,0.0032689030400000004,1
counto=$((2**1)) ./name-generator_go,0.0032881050400000006,0.0000646437019360742,0.0032881050400000006,0.00372556,0,0.0032423950400000006,0.0033338150400000007,1
counto=$((2**1)) ./name-generator.pl,0.020294719040000003,0.0027385255685861316,0.020294719040000003,0.01673506,0.00316098,0.018358289040000003,0.022231149040000002,1
counto=$((2**1)) ./name-generator.php,0.01292028454,0.0024839211654181987,0.01292028454,0.00584756,0.00672996,0.01116388704,0.014676682040000001,1
counto=$((2**1)) ./name-generator.lua,0.01885299604,0.001371276624405885,0.01885299604,0.01305056,0.00558846,0.017883357040000002,0.01982263504,1
counto=$((2**1)) rust/target/debug/name-generator,0.00537065454,0.001300962633191476,0.00537065454,0.00230103,0.0035389799999999997,0.004450735040000001,0.00629057404,1
counto=$((2**1)) ./name-generator.py,0.07864863854000001,0.0009668447795858979,0.07864863854000001,0.055381559999999996,0.02502646,0.07796497604000001,0.07933230104000001,1
counto=$((2**2)) ./name-generator_cpp,0.0030151325400000002,0.00042408799912341364,0.0030151325400000002,0.0031930599999999997,0,0.00271525704,0.0033150080400000006,2
counto=$((2**2)) ./name-generator_go,0.0030561485400000003,0.00027124686836994073,0.0030561485400000003,0.0006875299999999999,0.00305096,0.0028643480400000003,0.0032479490400000002,2
counto=$((2**2)) ./name-generator.pl,0.016236903540000003,0.0018915891285267283,0.016236903540000003,0.01251806,0.0035414799999999996,0.014899348040000001,0.017574459040000004,2
counto=$((2**2)) ./name-generator.php,0.01239108004,0.0012565457207312425,0.01239108004,0.00244856,0.00985196,0.011502568040000001,0.01327959204,2
counto=$((2**2)) ./name-generator.lua,0.019186252040000004,0.0015884743717422686,0.019186252040000004,0.01526106,0.00355996,0.018063031040000004,0.02030947304,2
