command,mean,stddev,median,user,system,min,max,parameter_num_count
counto=1 ./name-generator,0.0015789535199999998,0.0002893961781226559,0.0015789535199999998,0.0009762499999999999,0.0012244,0.0013743195199999998,0.0017835875199999998,1
counto=1 ./name-generator_cpp,0.00305826702,0.0013883850729766944,0.00305826702,0.0032099999999999993,0,0.0020765305199999997,0.00404000352,1
counto=1 ./name-generator_go,0.00292128252,0.0007711041875246177,0.00292128252,0.00190525,0.0017779,0.0023760295199999996,0.0034665355200000003,1
counto=1 ./name-generator.sh,0.01312781502,0.0004079150528241148,0.01312781502,0.0127865,0.0020378,0.01283937552,0.01341625452,1
counto=1 ./name-generator.bash,0.00906705852,0.0004275408015359468,0.00906705852,0.0083445,0.0033158,0.008764741520000001,0.00936937552,1
counto=1 ./name-generator.zsh,0.008858344019999999,0.00009556477437058024,0.008858344019999999,0.0064694999999999996,0.0050198,0.00879076952,0.00892591852,1
counto=1 ./name-generator.jl,0.57345281502,0.020026782201462246,0.57345281502,0.49887,0.0622728,0.55929174152,0.5876138885200001,1
counto=1 ./name-generator.el,0.07850058552000001,0.006810568259462782,0.07850058552000001,0.0564785,0.0208773,0.07368478652000002,0.08331638452000001,1
counto=1 ./name-generator.pl,0.01759484402,0.002232642285442185,0.01759484402,0.0124885,0.0049428,0.01601612752,0.01917356052,1
counto=1 ./name-generator.php,0.01370396502,0.002632618650433918,0.01370396502,0.0052085,0.0079253,0.01184242252,0.01556550752,1
counto=1 ./name-generator.ml,0.07169710202,0.0037236264310486966,0.07169710202,0.0662655,0.0048264,0.06906410052,0.07433010352,1
counto=1 ./name-generator.rb,0.07443390402000001,0.00029740840506027626,0.07443390402000001,0.052100499999999994,0.0215613,0.07422360452000001,0.07464420352000001,1
counto=1 ./name-generator.raku,0.24620999852000003,0.018827384143679734,0.24620999852000003,0.29653450000000003,0.038481800000000004,0.23289702752,0.25952296952000004,1
counto=1 ./name-generator.rkt,0.33302890002,0.002431830023061777,0.33302890002,0.2618855,0.0659043,0.33130933652,0.33474846352000004,1
counto=1 ./name-generator.dart,0.20685747402,0.03630753965747491,0.20685747402,0.255386,0.0707303,0.18118416652,0.23253078152,1
counto=1 ./name-generator.lua,0.017904190020000002,0.0021397298686078345,0.017904190020000002,0.011703999999999999,0.005806899999999999,0.01639117252,0.01941720752,1
counto=1 ./name-generator-sync.js,0.02302338902,0.0019337072368413235,0.02302338902,0.013477,0.009870299999999999,0.02165605152,0.024390726520000003,1
counto=1 ./name-generator.exs,0.30837812502000006,0.002350676791998529,0.30837812502000006,1.120603,0.1500283,0.30671594552000003,0.31004030452000003,1
counto=1 ./name-generator.ts,0.06855517602000001,0.003279967837542394,0.06855517602000001,0.06333,0.0187653,0.06623588852000001,0.07087446352000001,1
counto=1 ./name-generator.js,0.03331302502,0.002172081418060681,0.03331302502,0.0197085,0.0135488,0.03177713152,0.03484891852,1
counto=1 java -jar ./name-generator.jar,0.07009215602,0.0022458383121927,0.07009215602,0.1163005,0.023004300000000002,0.06850410852,0.07168020352000001,1
counto=1 java NameGenerator,0.04197443052000001,0.0009052211307122703,0.04197443052000001,0.057888,0.0179743,0.041334342520000004,0.042614518520000005,1
counto=1 scala NameGeneratorScala,0.31707561952,0.004751778782777026,0.31707561952,0.640153,0.0598938,0.31371560452,0.32043563452,1
counto=1 cabal run,0.06740817452,0.00824453838530225,0.06740817452,0.033463,0.019888799999999998,0.06157840552,0.07323794352000002,1
counto=1 rust/target/debug/name-generator,0.0055902075199999995,0.0009726098211729102,0.0055902075199999995,0.0043695,0.0011369,0.00490246852,0.00627794652,1
counto=1 erl -noshell -s name_generator name_generator -s init stop,1.18130213852,0.019551318652044916,1.18130213852,0.452642,0.07011129999999999,1.16747726852,1.19512700852,1
counto=1 ./name-generator.py,0.08348222852,0.006638331189701368,0.08348222852,0.05973149999999999,0.024723799999999997,0.07878821952000001,0.08817623752,1
counto=2 ./name-generator,0.00285761652,0.000870297126789466,0.00285761652,0.0006247499999999999,0.0026763000000000004,0.00224222352,0.0034730095199999996,2
counto=2 ./name-generator_cpp,0.00318503852,0.0006991334451218879,0.00318503852,0.0018647499999999999,0.0017604,0.00269067652,0.00367940052,2
counto=2 ./name-generator_go,0.00415409452,0.0005469767937326046,0.00415409452,0.0008457499999999999,0.0038522999999999995,0.00376732352,0.00454086552,2
counto=2 ./name-generator.sh,0.01493606202,0.0007740789857530694,0.01493606202,0.01111,0.0064083000000000005,0.01438870552,0.01548341852,2
counto=2 ./name-generator.bash,0.01338769402,0.0005408228434159377,0.01338769402,0.0124385,0.0043787999999999995,0.01300527452,0.01377011352,2
counto=2 ./name-generator.zsh,0.01129755402,0.00013401865534506857,0.01129755402,0.010123,0.0045608,0.01120278852,0.011392319520000001,2
counto=2 ./name-generator.jl,0.5917442185200001,0.00040423739045509865,0.5917442185200001,0.5136529999999999,0.0688648,0.5914583795200001,0.59203005752,2
counto=2 ./name-generator.el,0.08731337452,0.0019133998371924125,0.08731337452,0.071808,0.013234799999999998,0.08596039652000001,0.08866635251999999,2
counto=2 ./name-generator.pl,0.02170473302,0.003467092333474912,0.02170473302,0.0163945,0.0049943,0.01925312852,0.02415633752,2
counto=2 ./name-generator.php,0.013609564020000001,0.001155418844419851,0.013609564020000001,0.0078785,0.0054433,0.01279255952,0.014426568520000002,2
counto=2 ./name-generator.ml,0.07833044902000001,0.0036824388752581547,0.07833044902000001,0.070826,0.0070498,0.07572657152000001,0.08093432652000002,2
counto=2 ./name-generator.rb,0.07161589152,0.0030232406998173217,0.07161589152,0.045659,0.024978800000000002,0.06947813752000001,0.07375364552,2
counto=2 ./name-generator.raku,0.24144282752000001,0.002349927965917254,0.24144282752000001,0.2844675,0.0400868,0.23978117752,0.24310447752,2
counto=2 ./name-generator.rkt,0.35386888552,0.006779662036270718,0.35386888552,0.27585550000000003,0.0703208,0.34907494052,0.35866283052000003,2
counto=2 ./name-generator.dart,0.17742368952,0.009802854652826905,0.17742368952,0.22319049999999996,0.0688813,0.17049202452,0.18435535452000001,2
counto=2 ./name-generator.lua,0.01763994752,0.0011292353874192912,0.01763994752,0.0141075,0.0033412999999999997,0.016841457520000002,0.01843843752,2
counto=2 ./name-generator-sync.js,0.02818998802,0.0017293307496614122,0.02818998802,0.0214745,0.0071357999999999994,0.026967166520000002,0.029412809520000003,2
counto=2 ./name-generator.exs,0.31130212852000005,0.0018527003768818145,0.31130212852000005,1.110169,0.13992729999999998,0.30999207152,0.31261218552000003,2
counto=2 ./name-generator.ts,0.06943258002,0.0049436090743383496,0.06943258002,0.054606999999999996,0.029996299999999997,0.06593692052,0.07292823952,2
counto=2 ./name-generator.js,0.032685572520000004,0.004010609253727173,0.032685572520000004,0.0187665,0.0148703,0.02984964352,0.035521501520000005,2
counto=2 java -jar ./name-generator.jar,0.08429500002,0.0029272403476695427,0.08429500002,0.13641999999999999,0.023683799999999998,0.08222512852,0.08636487152,2
counto=2 java NameGenerator,0.04373209152,0.0022063570050651366,0.04373209152,0.0567915,0.023533799999999997,0.04217196152,0.04529222152,2
counto=2 scala NameGeneratorScala,0.31897385702000003,0.015735076789009983,0.31897385702000003,0.664072,0.0472418,0.30784747752,0.33010023652000003,2
counto=2 cabal run,0.06228037602,0.0005474215638979687,0.06228037602,0.0308565,0.0221863,0.06189329052,0.06266746152,2
counto=2 rust/target/debug/name-generator,0.006160266520000001,0.00004558434575597197,0.006160266520000001,0.0044975,0.0017464,0.00612803352,0.00619249952,2
counto=2 erl -noshell -s name_generator name_generator -s init stop,1.17771474452,0.013180671219643069,1.17771474452,0.4387235,0.07569580000000001,1.16839460252,1.18703488652,2
counto=2 ./name-generator.py,0.08006103452,0.002489386393729987,0.08006103452,0.0541365,0.026248799999999996,0.07830077252,0.08182129652,2
counto=3 ./name-generator,0.00378134052,0.0011194278163642356,0.00378134052,0.0024795,0.0013404,0.0029897855199999997,0.00457289552,3
counto=3 ./name-generator_cpp,0.0023784145199999994,0.0004120523346008366,0.0023784145199999994,0,0.0034003,0.0020870495199999998,0.0026697795199999994,3
counto=3 ./name-generator_go,0.00303179752,0.0005814001660543278,0.00303179752,0,0.0042543,0.00262068552,0.0034429095199999997,3
counto=3 ./name-generator.sh,0.02119514252,0.0008319309270558461,0.02119514252,0.017731499999999997,0.0061592999999999995,0.02060687852,0.02178340652,3
counto=3 ./name-generator.bash,0.01523649852,0.0005814369356069497,0.01523649852,0.013656999999999999,0.0058557999999999995,0.01482536052,0.01564763652,3
counto=3 ./name-generator.zsh,0.014793061520000001,0.0006484565163278101,0.014793061520000001,0.011164,0.008426799999999998,0.014334533520000001,0.01525158952,3
counto=3 ./name-generator.jl,0.5831944120200001,0.013199746839279205,0.5831944120200001,0.5132329999999999,0.059469799999999996,0.5738607815200001,0.5925280425200001,3
counto=3 ./name-generator.el,0.10351429402000001,0.006072448481960169,0.10351429402000001,0.086352,0.014663799999999998,0.09922042452000002,0.10780816352,3
counto=3 ./name-generator.pl,0.01791612152,0.0016664088527375274,0.01791612152,0.010948,0.0067168,0.01673779252,0.01909445052,3
counto=3 ./name-generator.php,0.01218041352,0.00069331254209916,0.01218041352,0.00465375,0.0077637999999999995,0.011690167520000001,0.01267065952,3
counto=3 ./name-generator.ml,0.07874858152,0.0006276831333101141,0.07874858152,0.07012,0.0066058,0.07830474252,0.07919242052,3
counto=3 ./name-generator.rb,0.07060134602000001,0.004404809263423389,0.07060134602000001,0.048174999999999996,0.0213413,0.06748667552000001,0.07371601652000001,3
counto=3 ./name-generator.raku,0.23552517602,0.007109901409181456,0.23552517602,0.2604345,0.0531463,0.23049771652,0.24055263552,3
